PrimaryPropertyType,Latitude,NumberofFloors,ComplianceStatus,BuildingType,CouncilDistrictCode,OSEBuildingID,Neighborhood,PropertyGFAParking,TotalGHGEmissions,PropertyGFATotal,PropertyGFABuilding(s),SiteEnergyUse(kBtu),NumberofBuildings,Longitude,RecentUpgrade,Central,Delridge,Downtown,East,Greater duwamish,Lake union,Magnolia / queen anne,North,Northeast,Northwest,Southeast,Southwest,High-Rise Multifamily,Hospital,Hotel,K-12 School,Laboratory,Low-Rise Multifamily,Medical Office,Mid-Rise Multifamily,Mixed Use Property,Office,Other,Refrigerated Warehouse,Residence Hall,Restaurant,Retail Store,Self-Storage Facility,Senior Care Community,Supermarket / Grocery Store,University,Warehouse,Worship Facility,Multifamily HR (10+),Multifamily LR (1-4),Multifamily MR (5-9),NonResidential,Nonresidential COS,Nonresidential WA,SPS-District K-12,CSC 2,CSC 3,CSC 4,CSC 5,CSC 6,CSC 7,Age
Low-Rise Multifamily,47.66122,3.0,1,Multifamily LR (1-4),CSC 4,26330,Lake union,0,19.15,28187,28187,596960.125,1.0,-122.33695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,91
Office,47.66117,3.0,1,NonResidential,CSC 4,26331,Lake union,7358,16.07,31686,24328,2305643.5,0.0,-122.3391,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,19
Office,47.6483,3.0,1,NonResidential,CSC 4,26348,Lake union,6034,5.02,26694,20660,720170.6875,1.0,-122.33438000000001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,35
Low-Rise Multifamily,47.69979,4.0,1,Multifamily LR (1-4),CSC 6,26351,Northwest,0,3.71,21440,21440,532729.625,1.0,-122.3554,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,49
Low-Rise Multifamily,47.668929999999996,3.0,1,Multifamily LR (1-4),CSC 6,26354,Ballard,0,4.24,20143,20143,608491.0,1.0,-122.37103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,47
Low-Rise Multifamily,47.659259999999996,3.0,1,Multifamily LR (1-4),CSC 4,26357,Northeast,0,26.54,21158,21158,766950.8125,0.0,-122.31851,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,90
Warehouse,47.70833,1.0,1,NonResidential,CSC 5,26359,Northwest,0,1.59,29400,29400,227509.5,1.0,-122.34428999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44
Hotel,47.547740000000005,3.0,1,NonResidential,CSC 2,26379,Greater duwamish,0,41.88,22452,22452,1244150.0,1.0,-122.32091000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,24
Mid-Rise Multifamily,47.6127,6.0,1,Multifamily MR (5-9),CSC 3,26383,East,0,51.62,113665,113665,2567976.75,1.0,-122.32633999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,27
Low-Rise Multifamily,47.63074,3.0,1,Multifamily LR (1-4),CSC 7,26385,Magnolia / queen anne,0,20.88,20448,20448,787159.6875,1.0,-122.3473,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18
High-Rise Multifamily,47.6624,10.0,1,Multifamily HR (10+),CSC 4,26390,Northeast,0,53.87,78600,78600,3637973.0,1.0,-122.32038,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45
Low-Rise Multifamily,47.6629,3.0,1,Multifamily LR (1-4),CSC 4,26391,Northeast,0,23.22,27996,27996,830739.8125,1.0,-122.31228999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88
Other,47.66148,2.0,1,NonResidential,CSC 4,26392,Northeast,0,11.02,25767,25767,1581352.75,1.0,-122.31278999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,104
Retail Store,47.66188,4.0,1,NonResidential,CSC 4,26393,Northeast,0,38.21,33910,33910,1822834.25,1.0,-122.31278999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,63
Worship Facility,47.6645,2.0,1,NonResidential,CSC 4,26396,Northeast,0,87.41,78401,78401,2462408.25,1.0,-122.31223999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,89
Low-Rise Multifamily,47.66383,3.0,1,Multifamily LR (1-4),CSC 4,26398,Northeast,0,49.59,26008,26008,1131962.375,1.0,-122.31233999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,93
Low-Rise Multifamily,47.66367,4.0,1,Multifamily LR (1-4),CSC 4,26400,Northeast,0,5.08,34962,34962,729096.875,1.0,-122.31228,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,17
Low-Rise Multifamily,47.66329,4.0,1,Multifamily LR (1-4),CSC 4,26401,Northeast,0,4.36,26185,26185,625988.625,1.0,-122.31233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,57
Mid-Rise Multifamily,47.66382,7.0,1,Multifamily MR (5-9),CSC 4,26402,Northeast,0,23.42,130600,130600,3358983.5,1.0,-122.31345,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,9
Low-Rise Multifamily,47.66506,3.0,1,Multifamily LR (1-4),CSC 4,26409,Northeast,0,15.11,22018,22018,533669.125,1.0,-122.31233,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,90
Low-Rise Multifamily,47.66238,4.0,1,Multifamily LR (1-4),CSC 6,26423,Northwest,0,6.61,25721,25721,948676.5,1.0,-122.35436000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,33
Low-Rise Multifamily,47.672129999999996,3.0,1,Multifamily LR (1-4),CSC 6,26425,Northwest,0,5.51,27432,27432,791052.875,1.0,-122.35463,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,31
Senior Care Community,47.667559999999995,7.0,1,Multifamily MR (5-9),CSC 6,26429,Northwest,0,320.96,95599,95599,8136665.5,1.0,-122.35484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,61
Low-Rise Multifamily,47.67074,3.0,1,Multifamily LR (1-4),CSC 6,26434,Northwest,5634,94.22,32810,27176,1969746.25,1.0,-122.35491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,86
Warehouse,47.64748,2.0,1,NonResidential,CSC 4,26460,Lake union,0,48.13,78716,78716,4103800.75,1.0,-122.33435,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,37
K-12 School,47.66389,2.0,1,NonResidential,CSC 4,26465,Lake union,0,69.2,33300,33300,1594733.625,1.0,-122.33691999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,106
Supermarket / Grocery Store,47.66185,1.0,1,NonResidential,CSC 4,26473,Lake union,0,226.73,28808,28808,9232576.0,1.0,-122.33594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59
Low-Rise Multifamily,47.64955,4.0,1,Multifamily LR (1-4),CSC 4,26479,Lake union,0,4.52,23101,23101,647906.1875,1.0,-122.34545,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,38
Low-Rise Multifamily,47.6536,4.0,1,Multifamily LR (1-4),CSC 7,26482,Magnolia / queen anne,0,16.76,81821,81821,2404045.25,1.0,-122.39001999999999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,42
Low-Rise Multifamily,47.63198,3.0,1,Multifamily LR (1-4),CSC 7,26504,Magnolia / queen anne,0,95.77,135608,135608,5088349.5,1.0,-122.35193000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,108
Low-Rise Multifamily,47.64005,4.0,1,Multifamily LR (1-4),CSC 7,26506,Magnolia / queen anne,0,58.79,41126,41126,2077613.25,1.0,-122.37331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,26
Low-Rise Multifamily,47.63876,4.0,1,Multifamily LR (1-4),CSC 7,26509,Magnolia / queen anne,0,3.98,29088,29088,571520.8125,1.0,-122.37342,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,39
Low-Rise Multifamily,47.667359999999995,4.0,1,Multifamily LR (1-4),CSC 4,26514,Northeast,1874,4.67,30034,28160,669719.0,1.0,-122.31231000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,51
Mid-Rise Multifamily,47.66666,6.0,1,Multifamily MR (5-9),CSC 4,26519,Northeast,8076,4.13,30481,22405,592739.3125,1.0,-122.31273999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,41
Mid-Rise Multifamily,47.66725,5.0,1,Multifamily MR (5-9),CSC 4,26520,Northeast,0,4.02,20280,20280,577328.6875,1.0,-122.31273,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,35
Low-Rise Multifamily,47.66816,4.0,1,Multifamily LR (1-4),CSC 4,26523,Northeast,10463,27.47,43644,33181,1069459.125,1.0,-122.31341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,19
Mid-Rise Multifamily,47.667390000000005,5.0,1,Multifamily MR (5-9),CSC 4,26524,Northeast,0,5.16,37002,37002,740790.5,1.0,-122.31331000000002,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18
Office,47.66345,1.0,1,NonResidential,CSC 4,26528,Northeast,7004,7.67,27966,20962,1100499.75,1.0,-122.3134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,59
Supermarket / Grocery Store,47.66429,1.0,1,NonResidential,CSC 4,26529,Northeast,0,156.18,26226,26226,7588060.5,1.0,-122.31388999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,66
Low-Rise Multifamily,47.66295,4.0,1,Multifamily LR (1-4),CSC 4,26530,Northeast,0,60.47,20600,20600,1475475.5,1.0,-122.3134,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,97
Mixed Use Property,47.6616,2.0,1,NonResidential,CSC 4,26535,Northeast,15755,8.09,34948,19193,1159807.125,1.0,-122.31393,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40
Low-Rise Multifamily,47.66198,3.0,1,Multifamily LR (1-4),CSC 4,26536,Northeast,0,7.16,34090,34090,1027675.875,1.0,-122.31386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,91
Senior Care Community,47.67807,10.0,1,Multifamily HR (10+),CSC 6,26550,Northwest,0,865.48,198752,198752,22055140.0,1.0,-122.32916999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,51
Low-Rise Multifamily,47.67772,3.0,1,Multifamily LR (1-4),CSC 6,26553,Northwest,0,14.37,38035,38035,1012316.875,1.0,-122.32805,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,58
Low-Rise Multifamily,47.67815,4.0,1,Multifamily LR (1-4),CSC 6,26555,Northwest,128050,231.75,191226,63176,8987012.0,1.0,-122.32613,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8
Low-Rise Multifamily,47.68226,4.0,1,Multifamily LR (1-4),CSC 6,26567,Northwest,0,7.46,55624,55624,1069490.125,1.0,-122.32328999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30
High-Rise Multifamily,47.6793,11.0,1,Multifamily HR (10+),CSC 6,26574,Northwest,0,80.47,94410,94410,4973948.5,1.0,-122.322,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,47
Mid-Rise Multifamily,47.60071,5.0,1,Multifamily MR (5-9),CSC 2,26829,Downtown,0,38.97,40420,40420,1385697.0,1.0,-122.32738,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,106
Mid-Rise Multifamily,47.599,5.0,1,Multifamily MR (5-9),CSC 3,26583,Central,0,33.26,26583,26583,1547116.0,1.0,-122.29468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,12
Office,47.6342,3.0,1,NonResidential,CSC 4,26587,Lake union,9999,43.21,37639,27640,6197824.5,1.0,-122.32661,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,18
Low-Rise Multifamily,47.60114,4.0,1,Multifamily LR (1-4),CSC 7,26592,Downtown,0,3.29,21840,21840,471484.8125,1.0,-122.3338,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,116
Other,47.60135,1.0,1,NonResidential,CSC 7,26594,Downtown,0,9.72,21420,21420,810636.875,1.0,-122.33327,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,116
Office,47.6011,1.0,1,NonResidential,CSC 7,26596,Downtown,0,4.76,20880,20880,683274.0,1.0,-122.33197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,116
Mid-Rise Multifamily,47.60038,5.0,1,Multifamily MR (5-9),CSC 7,26598,Downtown,2280,3.82,38765,36485,548292.6875,1.0,-122.33196000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,116
Mixed Use Property,47.59938,3.0,1,NonResidential,CSC 7,26600,Downtown,0,18.62,26000,26000,1063035.875,1.0,-122.33197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,50
Office,47.599540000000005,3.0,1,NonResidential,CSC 7,26601,Downtown,0,43.91,38675,38675,1938776.75,1.0,-122.33201000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,116
Office,47.59986,4.0,1,Nonresidential COS,CSC 7,26602,Downtown,0,185.33,49951,49951,5134446.0,1.0,-122.33195,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,87
Low-Rise Multifamily,47.619240000000005,3.0,1,Multifamily LR (1-4),CSC 7,26603,Magnolia / queen anne,0,7.07,23052,23052,748555.5,1.0,-122.35391000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86
Low-Rise Multifamily,47.61824,4.0,1,Multifamily LR (1-4),CSC 7,26607,Downtown,0,108.79,41461,41461,3163537.0,1.0,-122.32948999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11
Medical Office,47.5195,2.0,1,NonResidential,CSC 2,26611,Southeast,0,19.81,25880,25880,1941728.75,1.0,-122.26935,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6
Mid-Rise Multifamily,47.52052,6.0,1,Multifamily MR (5-9),CSC 2,26614,Southeast,0,46.14,65418,65418,2372126.25,1.0,-122.27058000000001,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,45
Low-Rise Multifamily,47.59491,4.0,1,Multifamily LR (1-4),CSC 3,26618,Central,0,13.08,65161,65161,1876684.625,1.0,-122.30971000000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9
Worship Facility,47.66517,3.0,1,NonResidential,CSC 4,26657,Northeast,0,37.43,41013,41013,1080821.0,1.0,-122.31036999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,89
Other,47.6634,3.0,1,Multifamily LR (1-4),CSC 4,26659,Northeast,0,46.67,22232,22232,1214710.25,1.0,-122.30685,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,88
Other,47.66453,2.0,1,NonResidential,CSC 4,26667,Northeast,0,53.88,21075,21075,1581036.75,1.0,-122.30998999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12
Low-Rise Multifamily,47.66413,3.0,1,Multifamily LR (1-4),CSC 4,26668,Northeast,0,3.97,30358,30358,569265.625,1.0,-122.31005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,39
Worship Facility,47.67842,3.0,1,NonResidential,CSC 4,26670,Northeast,0,47.03,46485,46485,1544995.75,1.0,-122.31948999999999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,66
Low-Rise Multifamily,47.677440000000004,3.0,1,Multifamily LR (1-4),CSC 4,26671,Northeast,0,4.29,25943,25943,615955.625,1.0,-122.3176,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,58
Low-Rise Multifamily,47.67707,4.0,1,Multifamily LR (1-4),CSC 4,26672,Northeast,0,3.92,36992,36992,562286.0,2.0,-122.31768999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,27
Low-Rise Multifamily,47.67886,4.0,1,Multifamily LR (1-4),CSC 6,26676,Northwest,0,4.52,27770,27770,568033.375,1.0,-122.323,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,28
Low-Rise Multifamily,47.6792,4.0,1,Multifamily LR (1-4),CSC 6,26677,Northwest,0,29.39,52263,52263,1260212.75,1.0,-122.32282,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,25
Office,47.67819,4.0,1,NonResidential,CSC 6,26681,Northwest,0,28.46,56896,56896,1402048.5,1.0,-122.3231,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,51
Low-Rise Multifamily,47.67723,4.0,1,Multifamily LR (1-4),CSC 6,26691,Northwest,0,6.7,31023,31023,960790.8125,1.0,-122.32391000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30
Worship Facility,47.67783,2.0,1,NonResidential,CSC 6,26695,Northwest,0,14.79,27500,27500,577123.125,1.0,-122.32576999999999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,38
Office,47.59856,2.0,1,NonResidential,CSC 2,26705,Downtown,0,3.78,36630,36630,541943.3125,1.0,-122.33248,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,86
Office,47.599540000000005,3.0,1,NonResidential,CSC 7,26706,Downtown,0,60.93,26830,26830,2099386.75,0.0,-122.33115,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,116
Office,47.599709999999995,5.0,1,NonResidential,CSC 7,26708,Downtown,0,7.69,41920,41920,1103594.75,1.0,-122.33065,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,110
Office,47.60048,5.0,1,NonResidential,CSC 7,26710,Downtown,0,26.94,36879,36879,1537570.25,1.0,-122.33157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,111
Other,47.60055,6.0,1,NonResidential,CSC 7,26711,Downtown,0,35.72,29820,29820,1601955.625,1.0,-122.33057,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,112
